MarkerId,MarkerNumber,Title,Subtitle,Annotation,YearErected,ErectedBy,Latitude,Longitued,StreetAddress,City,County,State,Location,Missing,Link
33330,,Flagstaff,,,1961,Arizona Development Board,35.19785,-111.65052,,Flagstaff,Coconino County,Arizona,"Marker is at the intersection of Route 66 and South Beaver Street, on the right when traveling east on Route 66. ",,http://www.hmdb.org/m.asp?m=33330
33331,,Logging Wheels,,,,,35.19765,-111.6502,,Flagstaff,Coconino County,Arizona,Marker can be reached from the intersection of Route 66 and South Beaver Street. ,,http://www.hmdb.org/m.asp?m=33331
33336,,Church of the Nativity,1888-1930,,,"Da Silva Council, Knight of Columbus and Arizona Historical Society",35.20068,-111.64873,16 West Cherry Avenue,Flagstaff,Coconino County,Arizona,"Marker is at the intersection of West Cherry Avenue and North Beaver Street, on the right when traveling west on West Cherry Avenue. ",,http://www.hmdb.org/m.asp?m=33336
33338,,Walkway of Flags,1994,,,,35.1988,-111.6525,,Flagstaff,Coconino County,Arizona,"Marker is on West Route 66, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=33338
33344,,The Navajo Code Talkers,,,1995,Northern Arizona University,35.19412,-111.65668,,Flagstaff,Coconino County,Arizona,"Marker is on South Knoles Drive, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=33344
33346,,Beale Wagon Road,1857 - 1882,,,,35.21751,-111.63231,,Flagstaff,Coconino County,Arizona,"Marker is on North Gemini Drive, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=33346
33347,,Buffalo Park,,,,City of Flagstaff,35.21776,-111.6326,,Flagstaff,Coconino County,Arizona,Marker can be reached from North Gemini Drive. ,,http://www.hmdb.org/m.asp?m=33347
33348,,Beale Road,Historic Site,,,Arizona Historical Society,35.22345,-111.65529,,Flagstaff,Coconino County,Arizona,"Marker is on U.S. 180, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=33348
33364,,"Flagstaff Presbyterian, Federated Community, Mexican Methodist Mission and United Methodist Churches",,,,Flagstaff Federated Community Church and Arizona Historical Society,35.19288,-111.65032,319 South San Francisco Street,Flagstaff,Coconino County,Arizona,"Marker is at the intersection of South San Francisco Street and West Dupont Avenue, on the right when traveling south on South San Francisco Street. ",,http://www.hmdb.org/m.asp?m=33364
33365,,Flagstaff Flag - Raising,,,1985,City of Flagstaff,35.20789,-111.65413,,Flagstaff,Coconino County,Arizona,"Marker is on North Thorpe Road, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=33365
33366,,Black and White Cleaners,,,,,35.25056,-112.18791,129 West Route 66,Williams,Coconino County,Arizona,"Marker is on Bill Williams Avenue / Route 66 west of North 1st Avenue, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=33366
33368,,Old Post Office,,,,,35.25058,-112.18803,133 West Route 66,Williams,Coconino County,Arizona,"Marker is on Bill Williams Avenue / Route 66 west of North 1st Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=33368
33375,,Adam's Grocery,,,,,35.25062,-112.18777,125 West Route 66,Williams,Coconino County,Arizona,"Marker is on Bill Williams Avenue / Route 66 west of North 1st Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=33375
33377,,Tetzlaff Building,,,,,35.25105,-112.18829,137 West Bill Williams Avenue,Williams,Coconino County,Arizona,"Marker is on West Bill Williams Avenue east of North Grand Canyon Boulevard, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=33377
33378,,The Cabinet Saloon,Built 1893,,,,35.25097,-112.18847,141 West Bill Williams Avenue,Williams,Coconino County,Arizona,"Marker is at the intersection of West Bill Williams Avenue and North Grand Canyon Boulevard, on the left when traveling west on West Bill Williams Avenue. ",,http://www.hmdb.org/m.asp?m=33378
33379,,Santa Fe Railway Freight Depot,,,,,35.25097,-112.18909,200 West Bill Williams Avenue,Williams,Coconino County,Arizona,"Marker is at the intersection of West Bill Williams Avenue and North Grand Canyon Boulevard, on the right when traveling west on West Bill Williams Avenue. ",,http://www.hmdb.org/m.asp?m=33379
33380,,Red Cross Garage,,,,,35.25081,-112.18897,221 West Bill Williams Avenue,Williams,Coconino County,Arizona,"Marker is on West Bill Williams Avenue west of North Grand Canyon Boulevard, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=33380
33381,,Citizens Bank,,,,,35.2505,-112.18852,202 West Route 66,Williams,Coconino County,Arizona,"Marker is at the intersection of West Bill Williams Avenue / West Route 66 and South 2nd Street, on the left when traveling east on West Bill Williams Avenue / West Route 66. ",,http://www.hmdb.org/m.asp?m=33381
33382,,Pollock Building,,,,,35.25026,-112.18928,228 West Route 66,Williams,Coconino County,Arizona,"Marker is on Grand Canyon Avenue / West Route 66 east of North 3rd Street, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=33382
33384,,Babbitt-Polson Building,,,,,35.25012,-112.1897,314 West Route 66,Williams,Coconino County,Arizona,"Marker is at the intersection of West Grand Canyon / West Route 66 and South 3rd Steet, on the left when traveling east on West Grand Canyon / West Route 66. ",,http://www.hmdb.org/m.asp?m=33384
33385,,Sultana Theater,,,,,35.24999,-112.18974,,Williams,Coconino County,Arizona,"Marker is on West Bill Williams Avenue / West Route 66 west of South 3rd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=33385
33386,,"The ""World Famous"" Sultana",,,,,35.24999,-112.18958,301 W Historic Rte 66,Williams,Coconino County,Arizona,"Marker is at the intersection of West Historic Route 66 and South 3rd Street, on the right when traveling east on West Historic Route 66. ",,http://www.hmdb.org/m.asp?m=33386
33387,,Telegraph Office,,,,,35.2502,-112.18913,229 West Route 66,Williams,Coconino County,Arizona,"Marker is on west Bill Williams Boulevard/West Route 66 east of South 3rd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=33387
33388,,Rittenhouse Haberdashery,,,,,35.25029,-112.18893,225 West Route 66,Williams,Coconino County,Arizona,"Marker is on West Bill Williams Boulevard/West Route 66 west of South 3rd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=33388
33389,,Grand Canyon Drug Company,,,,,35.2503,-112.18883,221 West Route 66,Williams,Coconino County,Arizona,"Marker is on West Bill Williams Boulevard/West Route 66 east of North 3rd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=33389
33390,,Old Parlor Pool Hall,Circa 1910,,,,35.2503,-112.18883,217 West Route 66,Williams,Coconino County,Arizona,"Marker is on West Bill Williams Boulevard/West Route 66 west of South 2nd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=33390
33391,,Lebsch Confectionery,,,,,35.25044,-112.1886,213 West Route 66,Williams,Coconino County,Arizona,"Marker is on West Bill Williams Avenue/West Route 66 west of South 2nd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=33391
33392,,Dime Store,,,,,35.25044,-112.18854,209 West Route 66,Williams,Coconino County,Arizona,"Marker is on West Bill Williams Avenue/West Route 66 west of South 2nd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=33392
33417,,Duffy Brothers Grocery Store,Built 1912,,,,35.25039,-112.18845,201 West Route 66,Williams,Coconino County,Arizona,"Marker is at the intersection of West Bill Williams Avenue/West Route 66 and South 2nd Street, on the right when traveling east on West Bill Williams Avenue/West Route 66. ",,http://www.hmdb.org/m.asp?m=33417
33418,,Bill Williams Mountain,"Elevation 9,264 Ft",,1962,Arizona Development Board,35.24856,-112.19545,823 West Bill Williams Avenue,Williams,Coconino County,Arizona,"Marker is on West Bill Williams Avenue/West Route 66, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=33418
33442,,Ash Fork,Founded 1882,,2001,,35.22504,-112.48522,,Ash Fork,Yavapai County,Arizona,"Marker is at the intersection of Lewis Avenue (Business Route 40) and 5th Street, on the right when traveling west on Lewis Avenue. ",,http://www.hmdb.org/m.asp?m=33442
33443,,Ash Fork Maintenance Camp #1,,,,,35.22276,-112.4921,901 West Old Route 66,Ash Fork,Yavapai County,Arizona,Marker can be reached from West Old Route 66. ,,http://www.hmdb.org/m.asp?m=33443
33444,,Del Rio Springs,,,,,34.8308,-112.45951,,Chino Valley,Yavapai County,Arizona,"Marker is on Arizona Route 89 at milepost 333, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=33444
33499,,“The Famous Esclante Hotel”,,,,Ash Fork Historical Society,35.22504,-112.48522,,Ash Fork,Yavapai County,Arizona,"Marker is at the intersection of Lewis Avenue (Business Route 40) and 5th Street, on the right when traveling west on Lewis Avenue. ",,http://www.hmdb.org/m.asp?m=33499
33502,,"Ash Fork, Arizona / The Coming of Route “66”",,,,Ash Fork Historical Society,35.22504,-112.48522,,Ash Fork,Yavapai County,Arizona,Marker is at the intersection of Lewis Avenue (Business Route 40) and 5th Street when traveling west on Lewis Avenue. ,,http://www.hmdb.org/m.asp?m=33502
33688,,Gila River Indian Reservation,(Established 1859),,1965,"Arizona Development Board, Arizona Highway Department",33.0283,-111.7717,,Gila River,Pinal county,Arizona,Marker can be reached from Interstate 10 at milepost 183. ,,http://www.hmdb.org/m.asp?m=33688
33689,,Gadsden Purchase,,,,,33.02827,-111.77163,,Gila River,Pinal County,Arizona,Marker can be reached from Interstate 10 at milepost 183. ,,http://www.hmdb.org/m.asp?m=33689
33691,,Gila River Indian Reservation,(Established 1859),,1965,"Arizona Development Board, Arizona Highway Department",33.04188,-111.78503,,Gila River,Pinal County,Arizona,Marker can be reached from Interstate 10 at milepost 181. ,,http://www.hmdb.org/m.asp?m=33691
33692,,Gadsden Purchase,,,,,33.04181,-111.78502,,Gila River,Pinal county,Arizona,Marker can be reached from Interstate 10 at milepost 181. ,,http://www.hmdb.org/m.asp?m=33692
33694,,Women's Club of Casa Grande,,,,,32.8792,-111.75483,401 North Sacaton Road,Casa Grande,Pinal County,Arizona,"Marker is on North Sacaton Road north of West 3rd Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=33694
33700,,In Memory of the Men of St. Peter's Mission,,,1945,,33.1365,-111.87501,,Bapchule,Pinal County,Arizona,"Marker can be reached from St. Peters Road, 0.3 miles north of Nelson Road. ",,http://www.hmdb.org/m.asp?m=33700
33745,,Union Soldiers Buried in Historic Cemetery,Southern Arizona Veterans Memorial Cemetery,,2010,"Sons of the Union Veterans of the Civil War, Department of the Pacific",31.541,-110.304,1300 Buffalo Soldier Trail,Sierra Vista,Cochise County,Arizona,Marker can be reached from Buffalo Soldier Trail. ,,http://www.hmdb.org/m.asp?m=33745
34059,,Goldfield Mining District,Arizona,,1997,"Lost Dutchman Ch. 5917, E Clampus Vitus and Superstition Mountain Historical Society",33.44736,-111.50221,4087 East Apache Trail,Apache Junction,Pinal County,Arizona,"Marker is on East Apache Trail (Arizona Route 88 at milepost 199) east of North Mountain View Road, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=34059
34060,,Superstition Mountain Historical Society,,,1996,Superstition Mountain Historical Society,33.4474,-111.50213,4087 East Apache Trail,Apache Junction,Pinal County,Arizona,"Marker is on East Apache Trail (Arizona Route 88 at milepost 199), on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=34060
34062,,Canyon Lake,,,,Tonto National Forest,33.54103,-111.44896,,Fort McDowell,Maricopa County,Arizona,"Marker is on Apache Trail (Arizona Route 88 at milepost 208), on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=34062
34063,,Apache Lake,,,,Tonto National Forest,33.56393,-111.24056,,Apache Junction,Maricopa County,Arizona,"Marker is on Arizona Route 88 at milepost 229, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=34063
34066,,Welcome to the Apache Trail Historic Road,,,,Tonto National Forest,33.66836,-111.16241,,Apache Junction,Maricopa County,Arizona,"Marker is on Apache Trail (Route 88 at milepost 241), on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=34066
34073,,Alchesay,,,,Tonto National Forest,33.66851,-111.16295,,Apache Junction,Maricopa County,Arizona,"Marker is on Arizona Route 88 at milepost 241, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=34073
34104,,Robert Taylor 'Bob' Jones,"February 8, 1884 – June 11, 1958",,1994,"Lost Dutchman Ch. 5917, E Clampus Vitus",33.29364,-111.09839,300 Main Street,Superior,Pinal County,Arizona,"Marker is on Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=34104
34106,,Roosevelt Dam,1903-1911,Tonto National Forest,,"Forest Service, U.S. Department of Agriculture",33.66897,-111.16379,,Apache Junction,Pinal County,Arizona,Marker can be reached from The Apache Trail (Arizona Route 88 at milepost 241). ,,http://www.hmdb.org/m.asp?m=34106
34107,,Roosevelt Dam,1989 – 1996,Tonto National Forest,,"Forest Service, U.S. Department of Agriculture",33.66897,-111.16379,,Apache Junction,Maricopa County,Arizona,Marker can be reached from The Apache Trail (Arizona Route 88 at milepost 241). ,,http://www.hmdb.org/m.asp?m=34107
34108,,The People Who Made It Happen,The Building of a Dam,Tonto National Forest,,"Forest Service, U.S. Department of Agriculture",33.66897,-111.1638,,Apache Junction,Maricopa County,Arizona,Marker can be reached from The Apache Trail (Arizona Route 88 at milepost 241). ,,http://www.hmdb.org/m.asp?m=34108
34110,,Salt River Before the Dam,,,,Tonto National Forest,33.67169,-111.15886,,Roosevelt,Gila County,Arizona,"Marker is on The Apache Trail (Arizona Route 88 at milepost 242), on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=34110
34111,,Tonto Basin,Roosevelt Lake's Watershed,Tonto National Forest,,"Forest Service, U.S. Department of Agriculture",33.67169,-111.15886,,Roosevelt,Gila County,Arizona,"Marker is on The Apache Trail (Arizona Route 88 at milepost 242), on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=34111
34114,,Al Sieber,,,2002,Gila County Historical Society,33.67914,-111.16365,,Roosevelt,Gila County,Arizona,"Marker is on The Apache Trail (Arizona Route 188 at milepost 245), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=34114
34116,,The Hanging Tree,Dedicated to Gila County Law Enforcement,Protect and Serve,,"City of Globe, Chamber of Commerce, Downtown Assn., Econ. Dev. Corp., Vigilantes and Paul Damron Funeral Homes, Miles-Damron Chapel",33.39912,-110.78874,,Globe,Pinal County,Arizona,"Marker is on North Broad Street, 0.1 miles south of Hackney Avenue, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=34116
34119,,Site of Sheriff Thompson's Home,Historic Site,,,Gila County Historical Society and Arizona Historical Society,33.39485,-110.78534,240 South Hill Street,Globe,Gila County,Arizona,"Marker is on South Hill Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=34119
34122,,Picket Post Mountain,,,1960,Arizona Development Board,33.28089,-111.1545,,Superior,Pinal County,Arizona,"Marker is on U.S. 60 at milepost 223, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=34122
34133,,"Sonora, Arizona",,,1999,Arizona Department of Transportation,33.16873,-110.99963,,Kerny,Pinal County,Arizona,Marker can be reached from Arizona Route 177 at milepost 156. ,,http://www.hmdb.org/m.asp?m=34133
34134,,"Kearny, Arizona",Named in Honor of Stephen Watts Kearny,Brevet Major General U.S. Army,1962,John W. Galbreath Development Corp.,33.05866,-110.90538,331 Alden Road,Kerny,Pinal County,Arizona,"Marker is on Alden Road north of Upton Road, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=34134
34135,,Porter Air Locomotive,,,1969,John W. Galbreath Development Corporation,33.05856,-110.90528,331 Alden Road,Kerny,Pinal County,Arizona,"Marker is on Alden Road north of Upton Road, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=34135
34173,,Scottsdale Grammar School / The Little Red Schoolhouse,1909,,1976,The School Children of Scottsdale - City of Scottsdale,33.49295,-111.92359,7333 East Scottsdale Mall,Scottsdale,Maricopa County,Arizona,"Marker can be reached from Scottsdale Mall, ½ mile east of North Brown Avenue. ",,http://www.hmdb.org/m.asp?m=34173
